journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,1st_total_goal,2nd_home_team_goal,2nd_away_team_goal,2nd_total_goal,total_home_team_goal,total_away_team_goal,global
13,2022-10-30 12:00:00,Auxerre,AC Ajaccio,1,0,1,0,0,0,1,0,1
13,2022-10-29 19:00:00,Strasbourg,Marseille,0,2,2,2,0,2,2,2,4
13,2022-10-29 15:00:00,PSG,Troyes,1,1,2,3,2,5,4,3,7
13,2022-10-28 19:00:00,Lens,Toulouse,0,0,0,3,0,3,3,0,3
12,2022-10-23 18:45:00,Lille,Monaco,2,2,4,2,1,3,4,3,7
12,2022-10-23 15:05:00,Nice,Nantes,0,0,0,1,1,2,1,1,2
12,2022-10-23 13:00:00,Reims,Auxerre,1,1,2,1,0,1,2,1,3
12,2022-10-23 13:00:00,Troyes,Lorient,1,0,1,1,2,3,2,2,4
12,2022-10-23 13:00:00,Toulouse,Strasbourg,1,0,1,1,2,3,2,2,4
12,2022-10-23 13:00:00,Clermont,Brest,0,1,1,1,2,3,1,3,4
12,2022-10-23 11:00:00,Angers,Rennes,0,1,1,1,1,2,1,2,3
12,2022-10-22 19:00:00,Marseille,Lens,0,0,0,0,1,1,0,1,1
12,2022-10-22 15:00:00,Montpellier,Lyon,0,1,1,1,1,2,1,2,3
12,2022-10-21 19:00:00,AC Ajaccio,PSG,0,1,1,0,2,2,0,3,3
11,2022-10-16 18:45:00,PSG,Marseille,1,0,1,0,0,0,1,0,1
11,2022-10-16 15:05:00,Monaco,Clermont,1,0,1,0,1,1,1,1,2
11,2022-10-16 13:00:00,Troyes,AC Ajaccio,0,0,0,1,1,2,1,1,2
11,2022-10-16 13:00:00,Auxerre,Nice,1,1,2,0,0,0,1,1,2
11,2022-10-16 13:00:00,Rennes,Lyon,1,1,2,2,1,3,3,2,5
11,2022-10-16 13:00:00,Nantes,Brest,2,1,3,2,0,2,4,1,5
11,2022-10-16 11:00:00,Toulouse,Angers,2,1,3,1,1,2,3,2,5
